"","V1","V1.1","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","NA.","sent_mean","sent_sd","sent_sum","covid","action","drama","horror","crime","thriller","comedy","documentary","war","adventure","biography","family","romance","fantasy","animation","mystery","musical","music","sci-fi","sport","history","western","j"
"869",869,869,"The Gallows Act II","tt7473716",4.3,1650,"movie","The Gallows Act II",0,2019,"\N",99,"Horror,Mystery,Thriller","R",0,"GLENN KENNY","‘The Gallows Act II’ Review: The Play’s the Thing (That Kills)","Life gets a bit too dramatic for a high school drama student in this horror film.",2019-10-24,2019-10-25,"2019-11-01 16:44:01","article","https://www.nytimes.com/2019/10/24/movies/the-gallows-act-two-review.html","Read the New York Times Review of The Gallows Act II","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/22/arts/gallows1/gallows1-mediumThreeByTwo210.jpg",140,210,NA,-0.078125,0.25361962989222,-1.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"870",870,870,"The Gentlemen","tt8367814",7.8,256242,"movie","The Gentlemen",0,2019,"\N",113,"Action,Comedy,Crime","R",0,"Manohla Dargis","‘The Gentlemen’ Review: Boys Will Be Boys, Sometimes With Guns","Guy Ritchie makes a very Guy Ritchie movie, this time with Matthew McConaughey, Hugh Grant and Charlie Hunnam.",2020-01-22,2020-01-24,"2020-02-22 17:44:01","article","https://www.nytimes.com/2020/01/22/movies/the-gentlemen-review.html","Read the New York Times Review of The Gentlemen","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/24/arts/00gentlemen1/merlin_167288352_e87b93b1-440a-4680-b924-4c1fa5cdb003-mediumThreeByTwo210.jpg",140,210,NA,0.0277777777777778,0.117851130197758,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"871",871,871,"The Glorias","tt7435316",5.5,2282,"movie","The Glorias",0,2020,"\N",139,"Biography,Drama,History","R",0,"Jennifer Szalai","‘The Glorias’ Review: Hear Them Roar","Various incarnations of Gloria Steinem take to the road in this reverential biopic.",2020-09-30,2020-09-30,"2020-09-30 11:04:02","article","https://www.nytimes.com/2020/09/30/movies/the-glorias-review-hear-them-roar.html","Read the New York Times Review of The Glorias","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/28/arts/glorias1/glorias1-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"872",872,872,"The Golden Girl","tt12979114",8.6,33,"movie","The Golden Girl",0,2019,"\N",NA,"Documentary","",0,"Devika Girish","‘The Golden Girl’ Review: A Lose-Lose Proposition","This documentary follows a Romanian gymnast’s quixotic attempts to reclaim the Olympic title she was stripped of years ago.",2020-09-02,2020-09-01,"2020-09-02 13:26:02","article","https://www.nytimes.com/2020/09/01/movies/the-golden-girl-review.html","Read the New York Times Review of The Golden Girl","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/01/arts/goldengirl1/goldengirl1-mediumThreeByTwo210.jpg",140,210,NA,0.0525,0.184587021269245,1.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"873",873,873,"The Golden Glove","tt7670212",6.7,11118,"movie","Der goldene Handschuh",0,2019,"\N",115,"Crime,Drama,Horror","Not Rated",0,"BEN KENIGSBERG","‘The Golden Glove’ Review: Honka, Portrait of a Serial Killer","The movie, directed by Fatih Akin, ups the ante for grossness.",2019-09-26,2019-09-27,"2019-10-04 16:44:01","article","https://www.nytimes.com/2019/09/26/movies/the-golden-glove-review.html","Read the New York Times Review of The Golden Glove","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/26/arts/26goldenglove/26goldenglove-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"874",874,874,"The Goldfinch","tt3864056",6.3,17530,"movie","The Goldfinch",0,2019,"\N",149,"Drama","R",0,"A.O. SCOTT","‘The Goldfinch’ Review: Strictly for the Birds","Donna Tartt’s best-selling novel gets a long, lavish adaptation, starring Nicole Kidman and Ansel Elgort.",2019-09-11,2019-09-13,"2019-10-04 16:44:01","article","https://www.nytimes.com/2019/09/11/movies/the-goldfinch-review.html","Read the New York Times Review of The Goldfinch","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/13/arts/11goldfinch1/11goldfinch1-mediumThreeByTwo210.jpg",140,210,NA,0.0647058823529412,0.16560939160638,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"875",875,875,"The Good Liar","tt5563334",6.6,28403,"movie","The Good Liar",0,2019,"\N",109,"Crime,Drama,Mystery","R",0,"Ben Kenigsberg","‘The Good Liar’ Review: For Helen Mirren and Ian McKellen, the Truth Hurts","This thriller doesn’t need a spoiler warning. It spoils itself.",2019-11-14,2019-11-15,"2019-12-14 17:44:01","article","https://www.nytimes.com/2019/11/14/movies/the-good-liar-review.html","Read the New York Times Review of The Good Liar","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/15/arts/15goodliar1/goodliar1-mediumThreeByTwo210.jpg",140,210,NA,-0.2,0.382099463490856,-2.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"876",876,876,"The Great Alaskan Race","tt7066546",5.3,403,"movie","The Great Alaskan Race",0,2019,"\N",87,"Action,Adventure,Drama","PG",0,"TEO BUGBEE","‘The Great Alaskan Race’ Review: A Historic Sled Rescue Turned to Mush","Brian Presley’s film squanders the dramatic ingredients of the early-20th-century sledding adventure it’s based on.",2019-10-24,2019-10-25,"2019-11-01 16:44:01","article","https://www.nytimes.com/2019/10/24/movies/the-great-alaskan-race-review.html","Read the New York Times Review of The Great Alaskan Race","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/24/arts/24greatalaskan/24greatalaskan-mediumThreeByTwo210.jpg",140,210,NA,0.0263157894736842,0.114707866935281,0.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"877",877,877,"The Great Hack","tt4736550",7.1,21140,"movie","The Great Hack",0,2019,"\N",114,"Biography,Documentary,History","",1,"BEN KENIGSBERG","‘The Great Hack’ Review: How Your Data Became a Commodity","A new documentary examines the ramifications when private companies harvest online information about us.",2019-07-23,2019-07-24,"2019-07-31 16:44:02","article","https://www.nytimes.com/2019/07/23/movies/the-great-hack-review.html","Read the New York Times Review of The Great Hack","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/23/arts/23greathack1/23greathack1-mediumThreeByTwo210.jpg",140,210,NA,0.128571428571429,0.267261241912424,1.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"878",878,878,"The Ground Beneath My Feet","tt7902124",6.4,837,"movie","Der Boden unter den Füßen",0,2019,"\N",108,"Drama","",1,"GLENN KENNY","‘The Ground Beneath My Feet’ Review: A Woman on the Run","It’s hard to stand still when you have troublesome co-workers, a mentally ill sister and the need for exercise.",2019-07-25,2019-07-26,"2019-08-21 16:44:01","article","https://www.nytimes.com/2019/07/25/movies/the-ground-beneath-my-feet-review.html","Read the New York Times Review of The Ground Beneath My Feet","mediumThreeByTwo210","https://static01.nyt.com/images/2019/07/26/arts/25thegroundbeneath/25thegroundbeneath-mediumThreeByTwo210.jpg",140,210,NA,-0.0595238095238095,0.156220235260231,-1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"879",879,879,"The Grudge","tt3612126",4.3,21160,"movie","The Grudge",0,2020,"\N",94,"Fantasy,Horror","R",0,"Ben Kenigsberg","‘The Grudge’ Review: A Curse That Can’t Be Lifted","Nicolas Pesce’s new horror movie remake has its chilling moments but ultimately remains cursed by a fatally hokey concept.",2020-01-03,2020-01-03,"2020-02-01 17:44:01","article","https://www.nytimes.com/2020/01/03/movies/the-grudge-review.html","Read the New York Times Review of The Grudge","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/12/arts/12horror-music3/merlin_166405764_61cebe9b-fbdb-4bfa-b32a-a5d480d0f807-mediumThreeByTwo210.jpg",140,210,NA,-0.085,0.401674128197421,-1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"880",880,880,"The Half of It","tt9683478",6.9,29558,"movie","The Half of It",0,2020,"\N",104,"Comedy,Drama,Romance","TV-14",1,"Kyle Turner","‘The Half of It’ Review: Being Yourself (and That Person, Too)","In this comedy from Alice Wu, love letters reveal everything about a person, except their identity.",2020-05-01,2020-05-01,"2020-05-01 07:06:03","article","https://www.nytimes.com/2020/05/01/movies/the-half-of-it-review.html","Read the New York Times Review of The Half of It","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/01/arts/halfofit1/merlin_171912345_000171bc-2e6e-45ad-af1a-17e08c0c7e4f-mediumThreeByTwo210.jpg",140,210,NA,0.078125,0.218303114957162,1.25,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"881",881,881,"The Hater","tt9506474",7.1,12242,"movie","Sala samobójców. Hejter",0,2020,"\N",135,"Drama,Thriller","",0,"Glenn Kenny","‘The Hater’ Review: Resentments and Revenge via Digital Disinformation","In this Polish film from Jan Komasa, a villainous internet troll makes the personal political, and worse.",2020-07-29,2020-07-29,"2020-07-29 14:34:02","article","https://www.nytimes.com/2020/07/29/movies/the-hater-review.html","Read the New York Times Review of The Hater","mediumThreeByTwo210","https://static01.nyt.com/images/2020/07/30/arts/30thehater-art/30thehater-art-mediumThreeByTwo210.jpg",140,210,NA,-0.15,0.337268439080801,-2.55,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"882",882,882,"The High Note","tt9308382",6.4,7267,"movie","The High Note",0,2020,"\N",113,"Drama,Music,Romance","PG-13",0,"Jeannette Catsoulis","‘The High Note’ Review: A Little Pitchy","Dakota Johnson and Tracee Ellis Ross anchor this timid recording-industry story about a pop superstar and her ambitious assistant.",2020-05-28,2020-05-29,"2020-05-28 14:06:02","article","https://www.nytimes.com/2020/05/28/movies/the-high-note-review-a-little-pitchy.html","Read the New York Times Review of The High Note","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/29/arts/highnote1/highnote1-mediumThreeByTwo210.jpg",140,210,NA,0.0275,0.275047842728267,0.55,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"883",883,883,"The Hottest August","tt9761064",6.2,176,"movie","The Hottest August",0,2019,"\N",94,"Documentary","",1,"Glenn Kenny","‘The Hottest August’ Review: Ordinary New Yorkers Facing Extreme Heat","The director draws on texts from Zadie Smith, Annie Dillard and Karl Marx for narration, but ospreys and a solar eclipse take more of a center stage.",2019-11-14,2019-11-15,"2019-11-28 17:44:02","article","https://www.nytimes.com/2019/11/14/movies/the-hottest-august-review.html","Read the New York Times Review of The Hottest August","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/15/arts/14hottestaugust/14hottestaugust-mediumThreeByTwo210.jpg",140,210,NA,0.0185185185185185,0.066720064085453,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"884",884,884,"The Human Voice","tt10322278",5.3,6,"movie","The Human Voice",0,2019,"\N",NA,"Drama","R",1,"Glenn Kenny","‘The Human Voice’ Review: Almodóvar Meets Cocteau Meets Swinton","The first English-language film from the Spanish director Pedro Almodóvar stars Tilda Swinton and adapts Jean Cocteau to sublime results.",2021-04-01,2021-03-12,"2021-04-01 11:04:02","article","https://www.nytimes.com/2021/04/01/movies/the-human-voice-review.html","Read the New York Times Review of The Human Voice","mediumThreeByTwo210","https://static01.nyt.com/images/2021/04/02/arts/01humanvoice-art/01humanvoice-art-mediumThreeByTwo440.jpg",140,210,NA,0.0476190476190476,0.12794157892979,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"885",885,885,"The Hunt","tt8244784",6.5,74077,"movie","The Hunt",0,2020,"\N",90,"Action,Horror,Thriller","R",0,"A.O. Scott","‘The Hunt’ Review: The Culture War, With Heavy Casualties","Betty Gilpin battles the snowflakes in a bloody satire of polarized America.",2020-03-11,2020-03-13,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/03/11/movies/the-hunt-review.html","Read the New York Times Review of The Hunt","mediumThreeByTwo210","https://static01.nyt.com/images/2020/03/11/arts/11thehuntpix/11thehuntpix-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.1125,0.264682485597023,-1.35,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"886",886,886,"The Hunt","tt14412536",9,7,"movie","The Hunt",0,2021,"\N",92,"Horror","R",0,"A.O. Scott","‘The Hunt’ Review: The Culture War, With Heavy Casualties","Betty Gilpin battles the snowflakes in a bloody satire of polarized America.",2020-03-11,2020-03-13,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/03/11/movies/the-hunt-review.html","Read the New York Times Review of The Hunt","mediumThreeByTwo210","https://static01.nyt.com/images/2020/03/11/arts/11thehuntpix/11thehuntpix-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.1125,0.264682485597023,-1.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"887",887,887,"The Hustle","tt1298644",5.4,49269,"movie","The Hustle",0,2019,"\N",93,"Comedy,Crime","PG-13",0,"A.O. SCOTT","‘The Hustle’ Review: Anne Hathaway and Rebel Wilson Hit Their Marks","Rival con artists on the French Riviera are up to some familiar high jinks in an engagingly silly comedy.",2019-05-09,2019-05-10,"2019-06-07 16:44:02","article","https://www.nytimes.com/2019/05/09/movies/the-hustle-review.html","Read the New York Times Review of The Hustle","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/10/arts/09hustlepix/merlin_154382889_ca2cac9f-eee9-4413-b552-c3575666f821-mediumThreeByTwo210.jpg",140,210,NA,0.0289473684210526,0.242850999971453,0.55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"888",888,888,"The Image You Missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Rated",0,"BEN KENIGSBERG","‘The Image You Missed’ Review: From Son to Father and Filmmaker to Filmmaker","Donal Foreman looks back at the documentaries of his father, Arthur MacCaig, who made films about the Troubles.",2019-05-30,2019-05-31,"2019-06-07 16:44:02","article","https://www.nytimes.com/2019/05/30/movies/the-image-you-missed-review.html","Read the New York Times Review of The Image You Missed","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/29/arts/image1/image1-mediumThreeByTwo210.jpg",140,210,NA,-0.0555555555555556,0.18302112453524,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"889",889,889,"The Infiltrators","tt6885114",6.1,216,"movie","The Infiltrators",0,2019,"\N",95,"Drama","",0,"Teo Bugbee","‘The Infiltrators’ Review: Immigrant Activists Slip Into Detention","Re-enactments are combined with documentary footage to tell the story of people who get detained on purpose, to help immigrants on the inside.",2020-04-30,2020-06-02,"2020-04-30 11:04:02","article","https://www.nytimes.com/2020/04/30/movies/the-infiltrators-review.html","Read the New York Times Review of The Infiltrators","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/30/arts/30infiltrators/merlin_171912408_d55e2596-69ef-4a5d-a6e1-78fcc3a81d2f-mediumThreeByTwo210.jpg",140,210,NA,-0.025,0.122474487139159,-0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"890",890,890,"The Inheritance","tt10204512",4.6,62,"movie","The Inheritance",0,2020,"\N",87,"Horror,Mystery,Thriller","",1,"Lovia Gyarkye","‘The Inheritance’ Review: Poetry, Visualized","In this feature, a Black collective becomes a site of robust intellectual exchange, inspired artistry, joy and humor.",2021-03-11,2021-03-12,"2021-03-11 12:03:03","article","https://www.nytimes.com/2021/03/11/movies/the-inheritance-review.html","Read the New York Times Review of The Inheritance","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/11/arts/inheritance2/inheritance2-mediumThreeByTwo440.jpg",140,210,NA,0.169444444444444,0.33743796331321,3.05,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"891",891,891,"The Inheritance","tt12913444",6.9,33,"movie","The Inheritance",0,2020,"\N",100,"Drama","",1,"Lovia Gyarkye","‘The Inheritance’ Review: Poetry, Visualized","In this feature, a Black collective becomes a site of robust intellectual exchange, inspired artistry, joy and humor.",2021-03-11,2021-03-12,"2021-03-11 12:03:03","article","https://www.nytimes.com/2021/03/11/movies/the-inheritance-review.html","Read the New York Times Review of The Inheritance","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/11/arts/inheritance2/inheritance2-mediumThreeByTwo440.jpg",140,210,NA,0.169444444444444,0.33743796331321,3.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"892",892,892,"The Intruder","tt6722030",5.6,13899,"movie","The Intruder",0,2019,"\N",102,"Thriller","PG-13",0,"A.O. SCOTT","‘The Intruder’ Review: Dennis Quaid as a Homeowner’s Nightmare","Michael Ealy and Meagan Good get more than they bargained for when they buy their dream house.",2019-05-02,2019-05-03,"2019-06-02 16:44:02","article","https://www.nytimes.com/2019/05/02/movies/the-intruder-review.html","Read the New York Times Review of The Intruder","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/02/arts/02theintruderpix/02theintruderpix-mediumThreeByTwo210.jpg",140,210,NA,0.0588235294117647,0.188111747139206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"893",893,893,"The Intruder","tt11417886",5.4,328,"movie","El Prófugo",0,2020,"\N",90,"Horror,Thriller","PG-13",0,"A.O. SCOTT","‘The Intruder’ Review: Dennis Quaid as a Homeowner’s Nightmare","Michael Ealy and Meagan Good get more than they bargained for when they buy their dream house.",2019-05-02,2019-05-03,"2019-06-02 16:44:02","article","https://www.nytimes.com/2019/05/02/movies/the-intruder-review.html","Read the New York Times Review of The Intruder","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/02/arts/02theintruderpix/02theintruderpix-mediumThreeByTwo210.jpg",140,210,NA,0.0588235294117647,0.188111747139206,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"894",894,894,"The Intruder","tt13726852",7.3,10,"movie","The Intruder",0,2020,"\N",NA,"Animation,Sci-Fi","PG-13",0,"A.O. SCOTT","‘The Intruder’ Review: Dennis Quaid as a Homeowner’s Nightmare","Michael Ealy and Meagan Good get more than they bargained for when they buy their dream house.",2019-05-02,2019-05-03,"2019-06-02 16:44:02","article","https://www.nytimes.com/2019/05/02/movies/the-intruder-review.html","Read the New York Times Review of The Intruder","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/02/arts/02theintruderpix/02theintruderpix-mediumThreeByTwo210.jpg",140,210,NA,0.0588235294117647,0.188111747139206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"895",895,895,"The Invisible Man","tt1051906",7.1,176459,"movie","The Invisible Man",0,2020,"\N",124,"Drama,Horror,Mystery","R",1,"Manohla Dargis","‘The Invisible Man’ Review: Gaslight Nation, Domestic Edition","Elisabeth Moss stars in a scary update on the H.G. Wells classic that trades science-fiction shivers for #MeToo horror.",2020-02-26,2020-02-28,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/02/26/movies/the-invisible-man-review.html","Read the New York Times Review of The Invisible Man","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/26/arts/00invisible-2/00invisible-2-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.0880952380952381,0.29660780582478,-1.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"896",896,896,"The Irishman","tt1302006",7.8,334046,"movie","The Irishman",0,2019,"\N",209,"Biography,Crime,Drama","R",1,"A.O. Scott","‘The Irishman’ Review: The Mob’s Greatest Hits, in a Somber Key","Robert De Niro, Al Pacino and Joe Pesci star in Martin Scorsese’s monumental, elegiac tale of violence, betrayal, memory and loss.",2019-09-28,2019-11-27,"2019-10-27 16:44:01","article","https://www.nytimes.com/2019/09/27/movies/the-irishman-review.html","Read the New York Times Review of The Irishman","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/27/arts/27irishman1-promo/27irishman1-promo-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.0272727272727273,0.335135819207702,-0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"897",897,897,"The Jesus Rolls","tt5974030",4.3,3342,"movie","The Jesus Rolls",0,2019,"\N",85,"Comedy,Crime,Drama","R",0,"Glenn Kenny","‘The Jesus Rolls’ Review: ‘The Big Lebowski’ Character Is on a …","John Turturro, who also directs, returns as the purple bowling virtuoso from the 1998 Coen brothers’ film.",2020-02-27,2020-02-28,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/02/27/movies/the-jesus-rolls-review.html","Read the New York Times Review of The Jesus Rolls","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/28/arts/jesus1/merlin_169348788_e8dae8e5-71e5-4272-870b-23247aeb46fa-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"898",898,898,"The Kill Team","tt6196936",5.9,3803,"movie","The Kill Team",0,2019,"\N",87,"Action,Biography,Drama","R",0,"BEN KENIGSBERG","‘The Kill Team’ Review: Bullying on the Battlefield","Alexander Skarsgard stars in a film based on the murders of Afghan civilians by American soldiers nearly a decade ago.",2019-10-24,2019-10-25,"2019-11-01 16:44:01","article","https://www.nytimes.com/2019/10/24/movies/the-kill-team-review.html","Read the New York Times Review of The Kill Team","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/24/arts/24killteam/merlin_162980196_c2a146f1-5a88-4e2e-bec6-19dfd36fa254-mediumThreeByTwo210.jpg",140,210,NA,-0.05,0.223606797749979,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"899",899,899,"The King","tt7984766",7.2,92834,"movie","The King",0,2019,"\N",140,"Biography,Drama,History","R",0,"MANOHLA DARGIS","‘The King’ Review: Once More Unto the Breach (but Why?)","In this period drama, Timothée Chalamet plays the prince who becomes King Henry V (with little help from Shakespeare).",2019-10-10,2019-11-01,"2019-10-25 16:44:02","article","https://www.nytimes.com/2019/10/10/movies/the-king-review.html","Read the New York Times Review of The King","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/11/arts/00theking-1/00theking-1-mediumThreeByTwo210-v2.jpg",140,210,NA,0.0236842105263158,0.15308714026534,0.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"900",900,900,"The King of Staten Island","tt9686708",7.1,43571,"movie","The King of Staten Island",0,2020,"\N",136,"Comedy,Drama","R",0,"Wesley Morris","‘The King of Staten Island’ Review: Pete Davidson Gets (Even More) Personal","Judd Apatow’s film should be a meatier Oedipal comedy, but it’s unwilling to explore the tragedy just below its surface.",2020-06-11,2020-06-12,"2020-06-11 17:38:02","article","https://www.nytimes.com/2020/06/11/movies/the-king-of-staten-island-review.html","Read the New York Times Review of The King of Staten Island","mediumThreeByTwo210","https://static01.nyt.com/images/2020/06/11/arts/11KINGOFSTATENISLAND-1/merlin_173246256_a8602d77-3634-4625-a410-3cdb46d67725-mediumThreeByTwo210.jpg",140,210,NA,-0.0477272727272727,0.258418851925131,-1.05,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"901",901,901,"The Kingmaker","tt5105734",7.6,1762,"movie","The Kingmaker",0,2019,"\N",101,"Biography,Documentary,History","R",0,"MANOHLA DARGIS","‘The Kingmaker’ Review: The Power and Vainglory of Imelda Marcos","Lauren Greenfield turns a cool, clinical eye on the seemingly unsinkable, unstoppable former first lady of the Philippines.",2019-11-06,2019-11-08,"2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/06/movies/the-kingmaker-review.html","Read the New York Times Review of The Kingmaker","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/08/arts/00kingmaker/merlin_163599066_ae8d5a79-016f-424f-bb19-960543c231b5-mediumThreeByTwo210.jpg",140,210,NA,0.0277777777777778,0.18959881966484,0.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"902",902,902,"The Kissing Booth 2","tt9784456",5.8,21968,"movie","The Kissing Booth 2",0,2020,"\N",134,"Comedy,Romance","TV-14",0,"Natalia Winkelman","‘The Kissing Booth 2’ Review: Another Dose of Prep School Drama","A high school senior juggles college applications and a slippery, long-distance beau in this Netflix sequel to the popular teen rom-com.",2020-07-24,2020-07-24,"2020-07-24 07:06:02","article","https://www.nytimes.com/2020/07/24/movies/the-kissing-booth-2-review.html","Read the New York Times Review of The Kissing Booth 2","mediumThreeByTwo210","https://static01.nyt.com/images/2020/07/24/arts/kissing1/kissing1-mediumThreeByTwo210.jpg",140,210,NA,0.0217391304347826,0.104257207028537,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"903",903,903,"The Kitchen","tt5822564",5.5,16575,"movie","The Kitchen",0,2019,"\N",102,"Action,Crime,Drama","R",0,"MANOHLA DARGIS","‘The Kitchen’ Review: Three Caged Birds Go Wildly, Witlessly Free","Melissa McCarthy, Tiffany Haddish and Elisabeth Moss play mob wives who take over the family business.",2019-08-07,2019-08-09,"2019-08-30 16:44:02","article","https://www.nytimes.com/2019/08/07/movies/review-the-kitchen.html","Read the New York Times Review of The Kitchen","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/09/arts/00thekitchen-3/merlin_158822253_ab249579-5a80-48ae-835c-8d1b7a54bbc3-mediumThreeByTwo210.jpg",140,210,NA,-0.05,0.2,-0.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"904",904,904,"The Last Black Man in San Francisco","tt4353250",7.3,15094,"movie","The Last Black Man in San Francisco",0,2019,"\N",121,"Drama","R",1,"Manohla Dargis","‘The Last Black Man in San Francisco’ Review: Lost in a Dream City","An indelibly beautiful story of love, family and loss in America from two childhood friends turned filmmakers.",2019-06-06,2019-06-07,"2019-07-06 16:44:02","article","https://www.nytimes.com/2019/06/06/movies/the-last-black-man-in-san-francisco-review.html","Read the New York Times Review of The Last Black Man in San Francisco","mediumThreeByTwo210","https://static01.nyt.com/images/2019/06/06/arts/06lastblackman-1/06lastblackman-1-mediumThreeByTwo210-v3.jpg",140,210,NA,0.0794117647058823,0.34823610144978,1.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
