OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-18782,SULPHUR CREEK AT NARUNA RD,River/Stream,,12070203,,,,,31.0504000000,-98.1852000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,281,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-18798,BELTON LAKE IN OWL CREEK ARM,Reservoir,,12070201,,,,,31.2203000000,-97.5167000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,027,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-18801,LOWER PECOS RIVER CAMS 0729,River/Stream,,13070012,,,,,30.3141000000,-101.7412000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,443,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-18825,LAKE GILMER AT UPSHUR FM 852,Reservoir,,11140307,,,,,32.7552000000,-95.0093000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,459,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-18848,CONN BROWN HARBOR MID HARBOR,Estuary,,12100405,,,,,27.9082000000,-97.1351000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,007,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20010,CLEAR CREEK ABOVE TIDAL AT YOST ROAD TERMINUS,River/Stream,,12040204,,,,,29.5597000000,-95.2363000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,039,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20012,HARRIS COUNTY FLOOD CONTROL DITCH A TRIBUTARY TO TAYLOR BAYOU 385 M UPSTREAM OF CONFLUENCE,River/Stream,,12040204,,,,,29.6068000000,-95.0457000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20013,TAYLOR BAYOU MID CHANNEL 400 M DOWNSTREAM OF PORT ROAD BRIDGE,River/Stream,,12040204,,,,,29.6015000000,-95.0437000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20014,CLEAR LAKE UNNAMED INLET 115 M SOUTHWEST OF THE INTERSECTION OF NASA ROAD 1 AND OCEANVIEW DRIVE,Estuary,,12040204,,,,,29.5600000000,-95.0325000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20015,TAYLOR LAKE MID LAKE AT BLUE WINDOWS 230 M SOUTH OF LAKEWAY DRIVE DEAD END,River/Stream,,12040204,,,,,29.5848000000,-95.0459000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20051,STILLHOUSE HOLLOW LAKE IN PLEASANT BRANCH COVE 4.28 KM DOWNSTREAM OF CHAPARRAL RD CROSSING,Reservoir,,12070203,,,,,31.0120000000,-97.6571000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,027,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20070,LAKE TRAVIS IN BEE CREEK COVE,Reservoir,,12090205,,,,,30.3713000000,-98.0314000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20153,LILLY CREEK AT FM 556,River/Stream,,11140307,,,,,32.9280000000,-95.0170000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,063,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20156,NUECES RIVER AT SH 85 EAST OF CARRIZO SPRINGS,River/Stream,,12110103,,,,,28.5498000000,-99.7525000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,48,127,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20162,NORTH FORK BUFFALO CREEK RESERVOIR MID LAKE NEAR DAM,Reservoir,,11130206,,,,,33.9882000000,-98.7534000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,485,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20212,BUFFALO BAYOU AT IH 610 SOUTHBOUND FEEDER ROAD,River/Stream,,12040104,,,,,29.7600000000,-95.4560000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20291,Doe Branch at US 380,River/Stream,,12030103,,,,,33.2194000000,-96.8912000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,121,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20307,Lake Granbury immediately upstream of Atchison Topeka and Santa Fe Railroad,Reservoir,,12060201,,,,,32.4430000000,-97.7674000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,48,221,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20308,SOUTH BOSQUE RIVER AT FM 2837,River/Stream,,12060203,,,,,31.4746000000,-97.2762000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,309,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20318,LAKE PALESTINE MIDLAKE NEAR LEDBETTER BAY,Reservoir,,12020001,,,,,32.1182000000,-95.4608000000,,,,GPS-Unspecified,WGS84,,,,,,,US,48,213,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20319,"Lake Palestine CWQMN site, mid-lake, 1.13 km east to the end of Cape Tranquility Drive and 1.35 km west to the end of Regal Row",Reservoir,,12020001,,,,,32.1690000000,-95.4838000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,213,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20327,SAWS REUSE DISCHARGE SALADO CREEK AT JAMES PARK,Waste Sewer,,12100301,,,,,29.4847000000,-98.4166000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,029,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20343,PALUXY RIVER AT BAKERS CROSSING ROAD,River/Stream,,12060202,,,,,32.2802000000,-97.9221000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,221,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20366,BUCK CREEK IMMEDIATELY UPSTREAM OF RR 1547 IN COLLINGSWORTH,River/Stream,,11120105,,,,,34.8465000000,-100.3994000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,48,087,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20382,LOWER KEECHI CREEK 110 METERS UPSTREAM OF FM 811,River/Stream,,12030202,,,,,31.1811000000,-95.8438000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,289,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20388,DAVIDSON CREEK 100 METERS UPSTREAM OF BURLESON CR 423,River/Stream,,12070102,,,,,30.3947000000,-96.5044000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,051,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20444,UPPER TRINITY RIVER 190 METERS DOWNSTREAM OF SOUTH CENTRAL EXPRESSWAY/SH 310,River/Stream,,12030105,,,,,32.7283000000,-96.7561000000,25000,,,Interpolation-Map,NAD27,,,,,,,US,48,113,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20460,SAN BERNARD RIVER TIDAL AT SH 35,River/Stream,,12090401,,,,,29.1118000000,-95.6773000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,039,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20474,GILLELAND CREEK AT LOW WATER CROSSING IN NORTHEAST METROPOLITAN PARK 1.559 KILOMETERS NORTH 302 METERS WEST TO THE INTERSECTION OF KILLINGSWORTH LANE AND CAMERON ROAD,River/Stream,,12090301,,,,,30.4077000000,-97.5990000000,,,,GPS-Unspecified,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20477,UNNAMED TRIBUTARY OF DICKINSON BAYOU AT AVENUE L,Estuary,,12040204,,,,,29.4367000000,-95.0855000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,167,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20479,UNNAMED TRIBUTARY 2.31 KILOMETERS UPSTREAM TO THE CONFLUENCE WITH PLUM CREEK AT FM ROAD 150/REBEL ROAD,River/Stream,,12100203,,,,,30.0030000000,-97.8874000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20480,PLUM CREEK 50 METERS DOWNSTREAM OF NRCS 1 SPILLWAY IN KYLE,River/Stream,,12100203,,,,,30.0190000000,-97.8789000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20481,BUNTON BRANCH AT HAYS CR 152 / HEIDENREICH LANE,River/Stream,,12100203,,,,,29.9715000000,-97.8183000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20482,BRUSHY CREEK AT FM ROAD 2001 / NIEDERWALD STRASSE,River/Stream,,12100203,,,,,30.0330000000,-97.7713000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20483,ELM CREEK AT SH 21 / CAMINO REAL,River/Stream,,12100203,,,,,29.9981000000,-97.7436000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20487,BRUSHY CREEK AT SH 21 / CAMINO REAL,River/Stream,,12100203,,,,,29.9789000000,-97.7656000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20488,BRUSHY CREEK AT CALDWELL CR 227 / OLD SPANISH TRAIL / ROCKY ROAD,River/Stream,,12100203,,,,,29.9611000000,-97.7480000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20489,COWPEN CREEK AT CALDWELL CR 222 / SCHUELKE ROAD,River/Stream,,12100203,,,,,29.9807000000,-97.7119000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20491,DRY CREEK AT FM 672,River/Stream,,12100203,,,,,29.9045000000,-97.6397000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20495,DRY CREEK AT FM 713,River/Stream,,12100203,,,,,29.8578000000,-97.5806000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20496,TENNEY CREEK AT CALDWELL CR 141 / TENNEY CREEK ROAD,River/Stream,,12100203,,,,,29.7963000000,-97.5620000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20497,WEST FORK PLUM CREEK AT FM 671,River/Stream,,12100203,,,,,29.7820000000,-97.6812000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20498,COPPERAS CREEK AT BRONCO LANE,River/Stream,,12100203,,,,,29.7511000000,-97.5568000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20500,WEST FORK PLUM CREEK AT CALDWELL CR 131 / BIGGS ROAD,River/Stream,,12100203,,,,,29.6996000000,-97.6118000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20501,SALT BRANCH AT CALDWELL CR 128 / SPRUCE AVENUE / SALT FLAT ROAD,River/Stream,,12100203,,,,,29.6871000000,-97.6401000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,055,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20502,BUNTON BRANCH AT DACY LANE,River/Stream,,12100203,,,,,30.0101000000,-97.8459000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20505,RICHMOND BRANCH AT DACY LANE,River/Stream,,12100203,,,,,30.0243000000,-97.8310000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20545,LAKE TEXOMA 260 METERS DUE WEST FROM LAKE TEXOMA DAM,Reservoir,,11130210,,,,,33.8194000000,-96.5742000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,181,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20612,LEON CREEK AT PRUE ROAD,River/Stream,,12100302,,,,,29.5414000000,-98.6317000000,,,,Unknown,NAD83,,,,,,,US,48,029,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20650,RIO GRANDE 115 METERS SOUTH AND 304 METERS WEST FROM THE INTERSECTION OF RANCHO VIEJO DRIVE/ZEBU COURT AND RIENDA DRIVE,River/Stream,,13080002,,,,,27.5848000000,-99.5322000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,479,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20702,CANADIAN RIVER NE OF BORGER DWNSTRM OF FM2277,River/Stream,,11090106,,,,,35.7619000000,-101.3197000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,48,233,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20742,GERONIMO CREEK AT HUBER ROAD,River/Stream,,12100202,,,,,29.6713000000,-97.9908000000,,,,GPS-Unspecified,NAD83,,,,,,,US,48,187,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20744,BEAR CREEK AT EAST WALNUT STREET,River/Stream,,12100202,,,,,29.5763000000,-97.9269000000,,,,Unknown,NAD83,,,,,,,US,48,187,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20748,ALLIGATOR CREEK AT FM 1102,River/Stream,,12100202,,,,,29.7673000000,-98.0758000000,,,,Unknown,NAD83,,,,,,,US,48,091,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20749,ALLIGATOR CREEK AT FM 1101,River/Stream,,12100202,,,,,29.7265000000,-98.0584000000,,,,Unknown,NAD83,,,,,,,US,48,091,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20764,ATASCOSA RIVER AT FM 541,River/Stream,,12110110,,,,,28.8650000000,-98.3382000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,48,013,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20765,ANDERSON CREEK AT SH 98,River/Stream,,11140302,,,,,33.3848000000,-94.4982000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,037,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20771,UPPER KEECHI CREEK IMMEDIATELY UPSTREAM OF FM 542,River/Stream,,12030201,,,,,31.4057000000,-95.7646000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,289,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20790,WALNUT CREEK AT RETTA ROAD IN SE TARRANT COUNTY,River/Stream,,12030102,,,,,32.5634000000,-97.1720000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,48,439,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20792,LA NANA BAYOU IMMEDIATELY UPSTREAM OF EAST MAIN STREET/STATE HIGHWAY 7/ STATE HIGHWAY 21,River/Stream,,12020005,,,,,31.6009000000,-94.6482000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,347,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20797,CARPENTERS BAYOU AT MOUTH OF BARGE CANAL 32 METERS WEST AND 666 METERS SOUTH FROM THE INTERSECTION OF DE ZAVALLA ROAD AND HARDING ROAD/HARDING STREET,River/Stream,,12040104,,,,,29.7625000000,-95.1091000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20802,LITTLE CEDAR BAYOU AT SOUTH BROADWAY STREET,River/Stream,,12040204,,,,,29.6459000000,-95.0190000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,201,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20827,COLETO CREEK RESERVOIR AT MID POINT OF DAM,Reservoir,,12100204,,,,,28.7321000000,-97.1647000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,48,469,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20835,BELTON LAKE NE OF WESTCLIFF PARK BOAT RAMP,Reservoir,,12070201,,,,,31.1267000000,-97.5163000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,027,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20841,ATTOYAC BAYOU AT FM 138,River/Stream,,12020005,,,,,31.7685000000,-94.4263000000,,,,Unknown,NAD83,,,,,,,US,48,347,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20843,NACONICHE CREEK AT FM 95,River/Stream,,12020005,,,,,31.7122000000,-94.4494000000,,,,Unknown,NAD83,,,,,,,US,48,347,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20844,BIG IRON ORE CREEK AT FM 354,River/Stream,,12020005,,,,,31.5660000000,-94.2895000000,,,,Unknown,NAD83,,,,,,,US,48,405,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20845,WEST CREEK AT FM 2913,River/Stream,,12020005,,,,,31.6870000000,-94.3834000000,,,,Unknown,NAD83,,,,,,,US,48,419,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20930,NORTH FLOODWAY AT US 77,Canal Drainage,,12110208,,,,,26.3148000000,-97.7772000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,48,061,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20933,UPPER TRINITY RIVER AT SYLVAN AVENUE IN DALLAS,River/Stream,,12030105,,,,,32.7899000000,-96.8352000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,113,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20934,UPPER TRINITY RIVER AT SANTA FE AVENUE IN DALLAS UNDER DART RAIL BRIDGE,River/Stream,,12030105,,,,,32.7530000000,-96.7916000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,113,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-20999,RIO GRANDE AT KICKAPOO CASINO BOAT RAMP SOUTH OF EAGLE PASS,River/Stream,,13080002,,,,,28.6249000000,-100.4465000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,48,323,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21012,RIO GRANDE RIVER OFF SHUERBACH ROAD CAMS 792,River/Stream,,13090002,,,,,26.1712000000,-98.3640000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,215,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21016,CLEAR CREEK AT OAKALLA ROAD,River/Stream,,12070203,,,,,31.0063000000,-97.8887000000,,,,Unknown,NAD83,,,,,,,US,48,027,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21131,FRIO RIVER 680 METERS DOWNSTREAM OF FM 1120,River/Stream,,12110106,,,,,29.6247000000,-99.7447000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,463,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21134,HORD'S CK 400 M DOWNSTREAM US283 IN COLEMAN,River/Stream,,12090108,,,,,31.8474000000,-99.4238000000,25000,,,Interpolation-Map,UNKWN,,,,,,,US,48,083,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21173,LAKE TAWAKONI IN WACO BAY EQUIDISTANT FROM FINGER POINT AND SPRING POINT,Reservoir,,12010001,,,,,32.8609000000,-96.0023000000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,48,231,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21177,SKULL CREEK 20  M UPSTREAM OF COLORADO CR103,River/Stream,,12090302,,,,,29.6138000000,-96.5440000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,089,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21178,CHOCOLATE BAYOU IMMEDIATELY UPSTREAM OF BRAZORIA CR 171 / MUSTANG CHOCOLATE BAYOU ROAD,River/Stream,,12040204,,,,,29.3025000000,-95.2668000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,039,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21396,SISTER GROVE CRK DWN FM1377 PRINCETON,River/Stream,,12030106,,,,,33.1936000000,-96.4762000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,085,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21398,PEDERNALES RIVER 20 METERS UPSTREAM OF PEDERNALES HILLS ROAD,River/Stream,,12090206,,,,,30.2788000000,-98.3354000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,48,031,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21427,CEDAR CREEK RESERVOIR 1.07 KM EAST AND 40 METERS NORTH OF THE INNER CIRCLE UPPER CHANNEL,Reservoir,,12030107,,,,,32.2892000000,-96.1527000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,213,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21431,AYISH BAYOU AT WEST COLUMBIA STREET IN CITY OF SAN AUGUSTINE,River/Stream,,12020005,,,,,31.5314000000,-94.1160000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,405,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21432,BAYOU CARRIZO AT SH 21 NEAR NACOGDOCHES,River/Stream,,12020005,,,,,31.5734000000,-94.5646000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,347,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21435,NACONICHE LAKE NEAR THE DAM,Reservoir,,12020005,,,,,31.7678000000,-94.5751000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,347,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21478,ROWLETT CREEK AT FIREWHEEL PARKWAY,River/Stream,,12030106,,,,,32.9314000000,-96.5922000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,113,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21531,BRAZOS RIVER UPSTREAM OF STATE HWY 6,River/Stream,,12060101,,,,,33.5007000000,-99.8032000000,,,,Interpolation-Photo,WGS84,,,,,,,US,48,275,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21548,NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION,River/Stream,,12090202,,,,,30.5030000000,-99.7791000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,267,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21558,WEST FORK TRINITY RIVER IMMEDIATELY UPSTREAM OF JACKSBORO HIGHWAY/SH 199 IN FORT WORTH,River/Stream,,12030102,,,,,32.7650000000,-97.3513000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,439,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21560,DUCK CREEK 20 METERS UPSTREAM OF FM 2320,River/Stream,,12050007,,,,,33.2695000000,-100.7006000000,,,,Interpolation-Photo,WGS84,,,,,,,US,48,263,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21562,LAKE LIVINGSTON AT US 190 IN KICKAPOO CREEK BAY CHANNEL EAST OF ONALASKA TRA #12,Reservoir,,12030202,,,,,30.8141000000,-95.0826000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,373,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21563,LAKE LIVINGSTON MAIN BODY AT US 190 WEST OF ONALASKA,Reservoir,,12030202,,,,,30.8000000000,-95.1561000000,25000,,,Interpolation-Map,WGS84,,,,,,,US,48,373,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-21596,UNNAMED TRIBUTARY TO PETRONILA CREEK AT FM 892,River/Stream,,12110205,,,,,27.5917000000,-97.6638000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,48,355,,,,,,,,,STORET
